"","unlist.htweet."
"tweet_ 33664",47
"tweet_ 33665",14
"tweet_ 33666",106
"tweet_ 33667",186
"tweet_ 33668",9
"tweet_ 33669",67
"tweet_ 33670",167
"tweet_ 33671",84
"tweet_ 33672",215
"tweet_ 33673",227
"tweet_ 33674",176
"tweet_ 33675",263
"tweet_ 33676",237
"tweet_ 33677",262
"tweet_ 33678",242
"tweet_ 33679",140
"tweet_ 33680",71
"tweet_ 33681",143
"tweet_ 33682",136
"tweet_ 33683",29
"tweet_ 33684",34
"tweet_ 33685",95
"tweet_ 33686",113
"tweet_ 33687",29
"tweet_ 33688",264
"tweet_ 33689",167
"tweet_ 33690",212
"tweet_ 33691",112
"tweet_ 33692",230
"tweet_ 33693",248
"tweet_ 33694",215
"tweet_ 33695",157
"tweet_ 33696",215
"tweet_ 33697",221
"tweet_ 33698",39
"tweet_ 33699",227
"tweet_ 33700",19
"tweet_ 33701",257
"tweet_ 33702",6
"tweet_ 33703",259
"tweet_ 33704",261
"tweet_ 33705",101
"tweet_ 33706",27
"tweet_ 33707",90
"tweet_ 33708",5
"tweet_ 33709",162
"tweet_ 33710",147
"tweet_ 33711",245
"tweet_ 33712",12
"tweet_ 33713",172
"tweet_ 33714",220
"tweet_ 33715",183
"tweet_ 33716",64
"tweet_ 33717",75
"tweet_ 33718",114
"tweet_ 33719",233
"tweet_ 33720",236
"tweet_ 33721",242
"tweet_ 33722",264
"tweet_ 33723",242
"tweet_ 33724",113
"tweet_ 33725",27
"tweet_ 33726",233
"tweet_ 33727",48
"tweet_ 33728",10
"tweet_ 33729",181
"tweet_ 33730",94
"tweet_ 33731",77
"tweet_ 33732",223
"tweet_ 33733",161
"tweet_ 33734",256
"tweet_ 33735",57
"tweet_ 33736",196
"tweet_ 33737",153
"tweet_ 33738",224
"tweet_ 33739",136
"tweet_ 33740",79
"tweet_ 33741",187
"tweet_ 33742",27
"tweet_ 33743",176
"tweet_ 33744",183
"tweet_ 33745",116
"tweet_ 33746",174
"tweet_ 33747",209
"tweet_ 33748",141
"tweet_ 33749",35
"tweet_ 33750",236
"tweet_ 33751",86
"tweet_ 33752",130
"tweet_ 33753",75
"tweet_ 33754",133
"tweet_ 33755",53
"tweet_ 33756",139
"tweet_ 33757",162
"tweet_ 33758",53
"tweet_ 33759",30
"tweet_ 33760",130
"tweet_ 33761",59
"tweet_ 33762",79
"tweet_ 33763",187
"tweet_ 33764",182
"tweet_ 33765",5
"tweet_ 33766",34
"tweet_ 33767",87
"tweet_ 33768",174
"tweet_ 33769",76
"tweet_ 33770",57
"tweet_ 33771",215
"tweet_ 33772",19
"tweet_ 33773",28
"tweet_ 33774",250
"tweet_ 33775",213
"tweet_ 33776",182
"tweet_ 33777",125
"tweet_ 33778",205
"tweet_ 33779",113
"tweet_ 33780",208
"tweet_ 33781",100
"tweet_ 33782",40
"tweet_ 33783",93
"tweet_ 33784",54
"tweet_ 33785",169
"tweet_ 33786",94
"tweet_ 33787",161
"tweet_ 33788",71
"tweet_ 33789",204
"tweet_ 33790",186
"tweet_ 33791",87
"tweet_ 33792",149
"tweet_ 33793",204
"tweet_ 33794",45
"tweet_ 33795",257
"tweet_ 33796",138
"tweet_ 33797",255
"tweet_ 33798",10
"tweet_ 33799",162
"tweet_ 33800",79
"tweet_ 33801",101
"tweet_ 33802",93
"tweet_ 33803",116
"tweet_ 33804",145
"tweet_ 33805",253
"tweet_ 33806",77
"tweet_ 33807",163
"tweet_ 33808",212
"tweet_ 33809",233
"tweet_ 33810",190
"tweet_ 33811",147
"tweet_ 33812",18
"tweet_ 33813",158
"tweet_ 33814",34
"tweet_ 33815",126
"tweet_ 33816",162
"tweet_ 33817",86
"tweet_ 33818",102
"tweet_ 33819",95
"tweet_ 33820",30
"tweet_ 33821",164
"tweet_ 33822",152
"tweet_ 33823",157
"tweet_ 33824",187
"tweet_ 33825",119
"tweet_ 33826",161
"tweet_ 33827",90
"tweet_ 33828",244
"tweet_ 33829",31
"tweet_ 33830",161
"tweet_ 33831",231
"tweet_ 33832",67
"tweet_ 33833",36
"tweet_ 33834",145
"tweet_ 33835",56
"tweet_ 33836",45
"tweet_ 33837",45
"tweet_ 33838",140
"tweet_ 33839",233
"tweet_ 33840",93
"tweet_ 33841",215
"tweet_ 33842",209
"tweet_ 33843",158
"tweet_ 33844",17
"tweet_ 33845",74
"tweet_ 33846",154
"tweet_ 33847",164
"tweet_ 33848",45
"tweet_ 33849",216
"tweet_ 33850",143
"tweet_ 33851",53
"tweet_ 33852",265
"tweet_ 33853",60
"tweet_ 33854",49
"tweet_ 33855",237
"tweet_ 33856",130
"tweet_ 33857",59
"tweet_ 33858",203
"tweet_ 33859",122
"tweet_ 33860",95
"tweet_ 33861",10
"tweet_ 33862",162
"tweet_ 33863",4
"tweet_ 33864",90
"tweet_ 33865",89
"tweet_ 33866",231
"tweet_ 33867",138
"tweet_ 33868",264
"tweet_ 33869",6
"tweet_ 33870",205
"tweet_ 33871",110
"tweet_ 33872",133
"tweet_ 33873",233
"tweet_ 33874",253
"tweet_ 33875",109
"tweet_ 33876",79
"tweet_ 33877",227
"tweet_ 33878",116
"tweet_ 33879",162
"tweet_ 33880",110
"tweet_ 33881",237
"tweet_ 33882",147
"tweet_ 33883",195
"tweet_ 33884",257
"tweet_ 33885",236
"tweet_ 33886",200
"tweet_ 33887",54
"tweet_ 33888",152
"tweet_ 33889",113
"tweet_ 33890",65
"tweet_ 33891",233
"tweet_ 33892",78
"tweet_ 33893",154
"tweet_ 33894",245
"tweet_ 33895",60
"tweet_ 33896",161
"tweet_ 33897",243
"tweet_ 33898",18
"tweet_ 33899",54
"tweet_ 33900",172
"tweet_ 33901",45
"tweet_ 33902",125
"tweet_ 33903",90
"tweet_ 33904",143
"tweet_ 33905",109
"tweet_ 33906",140
"tweet_ 33907",218
"tweet_ 33908",147
"tweet_ 33909",228
"tweet_ 33910",215
"tweet_ 33911",65
"tweet_ 33912",161
"tweet_ 33913",226
"tweet_ 33914",95
"tweet_ 33915",120
"tweet_ 33916",215
"tweet_ 33917",109
"tweet_ 33918",165
"tweet_ 33919",225
"tweet_ 33920",123
"tweet_ 33921",147
"tweet_ 33922",79
"tweet_ 33923",58
"tweet_ 33924",110
"tweet_ 33925",163
"tweet_ 33926",10
"tweet_ 33927",157
"tweet_ 33928",148
"tweet_ 33929",183
"tweet_ 33930",223
"tweet_ 33931",59
"tweet_ 33932",56
"tweet_ 33933",167
"tweet_ 33934",45
"tweet_ 33935",165
"tweet_ 33936",102
"tweet_ 33937",162
"tweet_ 33938",119
"tweet_ 33939",31
"tweet_ 33940",237
"tweet_ 33941",153
"tweet_ 33942",72
"tweet_ 33943",55
"tweet_ 33944",10
"tweet_ 33945",227
"tweet_ 33946",225
"tweet_ 33947",10
"tweet_ 33948",264
"tweet_ 33949",139
"tweet_ 33950",174
"tweet_ 33951",189
"tweet_ 33952",262
"tweet_ 33953",199
"tweet_ 33954",236
"tweet_ 33955",71
"tweet_ 33956",13
"tweet_ 33957",57
"tweet_ 33958",62
"tweet_ 33959",152
"tweet_ 33960",76
"tweet_ 33961",221
"tweet_ 33962",186
"tweet_ 33963",106
"tweet_ 33964",231
"tweet_ 33965",65
"tweet_ 33966",58
"tweet_ 33967",9
"tweet_ 33968",45
"tweet_ 33969",81
"tweet_ 33970",110
"tweet_ 33971",188
"tweet_ 33972",183
"tweet_ 33973",39
"tweet_ 33974",146
"tweet_ 33975",230
"tweet_ 33976",261
"tweet_ 33977",174
"tweet_ 33978",172
"tweet_ 33979",35
"tweet_ 33980",196
"tweet_ 33981",109
"tweet_ 33982",248
"tweet_ 33983",88
"tweet_ 33984",90
"tweet_ 33985",162
"tweet_ 33986",67
"tweet_ 33987",231
"tweet_ 33988",184
"tweet_ 33989",243
"tweet_ 33990",30
"tweet_ 33991",52
"tweet_ 33992",182
"tweet_ 33993",109
"tweet_ 33994",147
"tweet_ 33995",175
"tweet_ 33996",56
"tweet_ 33997",113
"tweet_ 33998",145
"tweet_ 33999",123
"tweet_ 34000",230
"tweet_ 34001",72
"tweet_ 34002",58
"tweet_ 34003",162
"tweet_ 34004",160
"tweet_ 34005",254
"tweet_ 34006",78
"tweet_ 34007",160
"tweet_ 34008",215
"tweet_ 34009",183
"tweet_ 34010",212
"tweet_ 34011",72
"tweet_ 34012",220
"tweet_ 34013",247
"tweet_ 34014",67
"tweet_ 34015",60
"tweet_ 34016",87
"tweet_ 34017",23
"tweet_ 34018",242
"tweet_ 34019",241
"tweet_ 34020",182
"tweet_ 34021",236
"tweet_ 34022",2
"tweet_ 34023",197
"tweet_ 34024",35
"tweet_ 34025",113
"tweet_ 34026",160
"tweet_ 34027",95
"tweet_ 34028",30
"tweet_ 34029",226
"tweet_ 34030",126
"tweet_ 34031",9
"tweet_ 34032",172
"tweet_ 34033",90
"tweet_ 34034",242
"tweet_ 34035",106
"tweet_ 34036",223
"tweet_ 34037",33
"tweet_ 34038",95
"tweet_ 34039",212
"tweet_ 34040",94
"tweet_ 34041",60
"tweet_ 34042",199
"tweet_ 34043",170
"tweet_ 34044",70
"tweet_ 34045",39
"tweet_ 34046",264
"tweet_ 34047",162
"tweet_ 34048",102
"tweet_ 34049",221
"tweet_ 34050",129
"tweet_ 34051",30
"tweet_ 34052",221
"tweet_ 34053",110
"tweet_ 34054",173
"tweet_ 34055",161
"tweet_ 34056",190
"tweet_ 34057",176
"tweet_ 34058",252
"tweet_ 34059",243
"tweet_ 34060",252
"tweet_ 34061",98
"tweet_ 34062",133
"tweet_ 34063",172
"tweet_ 34064",195
"tweet_ 34065",11
"tweet_ 34066",82
"tweet_ 34067",130
"tweet_ 34068",200
"tweet_ 34069",113
"tweet_ 34070",113
"tweet_ 34071",144
"tweet_ 34072",242
"tweet_ 34073",129
"tweet_ 34074",116
"tweet_ 34075",22
"tweet_ 34076",235
"tweet_ 34077",79
"tweet_ 34078",51
"tweet_ 34079",12
"tweet_ 34080",34
"tweet_ 34081",31
"tweet_ 34082",106
"tweet_ 34083",161
"tweet_ 34084",198
"tweet_ 34085",33
"tweet_ 34086",113
"tweet_ 34087",241
"tweet_ 34088",142
"tweet_ 34089",118
"tweet_ 34090",87
"tweet_ 34091",190
"tweet_ 34092",118
"tweet_ 34093",84
"tweet_ 34094",251
"tweet_ 34095",56
"tweet_ 34096",17
"tweet_ 34097",148
"tweet_ 34098",85
"tweet_ 34099",186
"tweet_ 34100",167
"tweet_ 34101",175
"tweet_ 34102",214
"tweet_ 34103",13
"tweet_ 34104",242
"tweet_ 34105",147
"tweet_ 34106",54
"tweet_ 34107",106
"tweet_ 34108",70
"tweet_ 34109",157
"tweet_ 34110",123
"tweet_ 34111",6
"tweet_ 34112",90
"tweet_ 34113",15
"tweet_ 34114",175
"tweet_ 34115",161
"tweet_ 34116",12
"tweet_ 34117",186
"tweet_ 34118",21
"tweet_ 34119",129
"tweet_ 34120",27
"tweet_ 34121",242
"tweet_ 34122",182
"tweet_ 34123",199
"tweet_ 34124",225
"tweet_ 34125",215
"tweet_ 34126",208
"tweet_ 34127",35
"tweet_ 34128",57
"tweet_ 34129",89
"tweet_ 34130",36
"tweet_ 34131",38
"tweet_ 34132",192
"tweet_ 34133",74
"tweet_ 34134",186
"tweet_ 34135",247
"tweet_ 34136",56
"tweet_ 34137",156
"tweet_ 34138",87
"tweet_ 34139",63
"tweet_ 34140",160
"tweet_ 34141",113
"tweet_ 34142",216
"tweet_ 34143",35
"tweet_ 34144",196
"tweet_ 34145",244
"tweet_ 34146",215
"tweet_ 34147",161
"tweet_ 34148",190
"tweet_ 34149",113
"tweet_ 34150",257
"tweet_ 34151",62
"tweet_ 34152",90
"tweet_ 34153",92
"tweet_ 34154",19
"tweet_ 34155",152
"tweet_ 34156",153
"tweet_ 34157",84
"tweet_ 34158",160
"tweet_ 34159",60
"tweet_ 34160",233
"tweet_ 34161",134
"tweet_ 34162",153
"tweet_ 34163",19
"tweet_ 34164",237
"tweet_ 34165",29
"tweet_ 34166",54
"tweet_ 34167",71
"tweet_ 34168",158
"tweet_ 34169",19
"tweet_ 34170",35
"tweet_ 34171",92
"tweet_ 34172",45
"tweet_ 34173",175
"tweet_ 34174",176
"tweet_ 34175",18
"tweet_ 34176",49
"tweet_ 34177",57
"tweet_ 34178",58
"tweet_ 34179",196
"tweet_ 34180",98
"tweet_ 34181",131
"tweet_ 34182",208
"tweet_ 34183",57
"tweet_ 34184",209
"tweet_ 34185",133
"tweet_ 34186",212
"tweet_ 34187",260
"tweet_ 34188",45
"tweet_ 34189",16
"tweet_ 34190",134
"tweet_ 34191",79
"tweet_ 34192",70
"tweet_ 34193",45
"tweet_ 34194",153
"tweet_ 34195",116
"tweet_ 34196",100
"tweet_ 34197",90
"tweet_ 34198",30
"tweet_ 34199",209
"tweet_ 34200",112
"tweet_ 34201",49
"tweet_ 34202",27
"tweet_ 34203",47
"tweet_ 34204",260
"tweet_ 34205",162
"tweet_ 34206",252
"tweet_ 34207",57
"tweet_ 34208",102
"tweet_ 34209",222
"tweet_ 34210",110
"tweet_ 34211",138
"tweet_ 34212",259
"tweet_ 34213",90
"tweet_ 34214",57
"tweet_ 34215",160
"tweet_ 34216",39
"tweet_ 34217",184
"tweet_ 34218",55
"tweet_ 34219",234
"tweet_ 34220",73
"tweet_ 34221",75
"tweet_ 34222",224
"tweet_ 34223",95
"tweet_ 34224",209
"tweet_ 34225",208
"tweet_ 34226",55
"tweet_ 34227",2
"tweet_ 34228",153
"tweet_ 34229",31
"tweet_ 34230",45
"tweet_ 34231",162
"tweet_ 34232",243
"tweet_ 34233",2
"tweet_ 34234",175
"tweet_ 34235",53
"tweet_ 34236",215
"tweet_ 34237",74
"tweet_ 34238",85
"tweet_ 34239",47
"tweet_ 34240",243
"tweet_ 34241",233
"tweet_ 34242",83
"tweet_ 34243",45
"tweet_ 34244",90
"tweet_ 34245",18
"tweet_ 34246",183
"tweet_ 34247",23
"tweet_ 34248",71
"tweet_ 34249",205
"tweet_ 34250",192
"tweet_ 34251",222
"tweet_ 34252",194
"tweet_ 34253",90
"tweet_ 34254",59
"tweet_ 34255",195
"tweet_ 34256",59
"tweet_ 34257",170
"tweet_ 34258",64
"tweet_ 34259",186
"tweet_ 34260",95
"tweet_ 34261",34
"tweet_ 34262",131
"tweet_ 34263",192
"tweet_ 34264",186
"tweet_ 34265",214
"tweet_ 34266",154
"tweet_ 34267",126
"tweet_ 34268",49
"tweet_ 34269",249
"tweet_ 34270",247
"tweet_ 34271",250
"tweet_ 34272",215
"tweet_ 34273",113
"tweet_ 34274",109
"tweet_ 34275",43
"tweet_ 34276",48
"tweet_ 34277",88
"tweet_ 34278",198
"tweet_ 34279",215
"tweet_ 34280",56
"tweet_ 34281",95
"tweet_ 34282",220
"tweet_ 34283",244
"tweet_ 34284",128
"tweet_ 34285",78
"tweet_ 34286",27
"tweet_ 34287",88
"tweet_ 34288",27
"tweet_ 34289",196
"tweet_ 34290",232
"tweet_ 34291",178
"tweet_ 34292",8
"tweet_ 34293",52
"tweet_ 34294",246
"tweet_ 34295",208
"tweet_ 34296",230
"tweet_ 34297",90
"tweet_ 34298",162
"tweet_ 34299",78
"tweet_ 34300",45
"tweet_ 34301",230
"tweet_ 34302",138
"tweet_ 34303",209
"tweet_ 34304",171
"tweet_ 34305",54
"tweet_ 34306",98
"tweet_ 34307",165
"tweet_ 34308",97
"tweet_ 34309",152
"tweet_ 34310",244
"tweet_ 34311",129
"tweet_ 34312",160
"tweet_ 34313",256
"tweet_ 34314",165
"tweet_ 34315",204
"tweet_ 34316",71
"tweet_ 34317",29
"tweet_ 34318",15
"tweet_ 34319",184
"tweet_ 34320",175
"tweet_ 34321",39
"tweet_ 34322",87
"tweet_ 34323",57
"tweet_ 34324",153
"tweet_ 34325",237
"tweet_ 34326",27
"tweet_ 34327",162
"tweet_ 34328",44
"tweet_ 34329",242
"tweet_ 34330",229
"tweet_ 34331",236
"tweet_ 34332",155
"tweet_ 34333",66
"tweet_ 34334",65
"tweet_ 34335",48
"tweet_ 34336",14
"tweet_ 34337",12
"tweet_ 34338",103
"tweet_ 34339",93
"tweet_ 34340",17
"tweet_ 34341",116
"tweet_ 34342",57
"tweet_ 34343",205
"tweet_ 34344",123
"tweet_ 34345",54
"tweet_ 34346",27
"tweet_ 34347",51
"tweet_ 34348",113
"tweet_ 34349",76
"tweet_ 34350",246
"tweet_ 34351",180
"tweet_ 34352",13
"tweet_ 34353",27
"tweet_ 34354",237
"tweet_ 34355",220
"tweet_ 34356",265
"tweet_ 34357",22
"tweet_ 34358",70
"tweet_ 34359",36
"tweet_ 34360",18
"tweet_ 34361",65
"tweet_ 34362",101
"tweet_ 34363",172
"tweet_ 34364",192
"tweet_ 34365",45
"tweet_ 34366",1
"tweet_ 34367",203
"tweet_ 34368",232
"tweet_ 34369",235
"tweet_ 34370",149
"tweet_ 34371",237
"tweet_ 34372",112
"tweet_ 34373",45
"tweet_ 34374",266
"tweet_ 34375",157
"tweet_ 34376",253
"tweet_ 34377",29
"tweet_ 34378",80
"tweet_ 34379",168
"tweet_ 34380",95
"tweet_ 34381",12
"tweet_ 34382",48
"tweet_ 34383",244
"tweet_ 34384",184
"tweet_ 34385",116
"tweet_ 34386",53
"tweet_ 34387",97
"tweet_ 34388",133
"tweet_ 34389",47
"tweet_ 34390",175
"tweet_ 34391",12
"tweet_ 34392",4
"tweet_ 34393",113
"tweet_ 34394",71
"tweet_ 34395",149
"tweet_ 34396",198
"tweet_ 34397",160
"tweet_ 34398",74
"tweet_ 34399",33
"tweet_ 34400",110
"tweet_ 34401",45
"tweet_ 34402",49
"tweet_ 34403",237
"tweet_ 34404",188
"tweet_ 34405",58
"tweet_ 34406",88
"tweet_ 34407",27
"tweet_ 34408",85
"tweet_ 34409",153
"tweet_ 34410",201
"tweet_ 34411",125
"tweet_ 34412",10
"tweet_ 34413",148
"tweet_ 34414",109
"tweet_ 34415",162
"tweet_ 34416",198
"tweet_ 34417",224
"tweet_ 34418",65
"tweet_ 34419",236
"tweet_ 34420",80
"tweet_ 34421",51
"tweet_ 34422",165
"tweet_ 34423",189
"tweet_ 34424",168
"tweet_ 34425",12
"tweet_ 34426",49
"tweet_ 34427",89
"tweet_ 34428",101
"tweet_ 34429",90
"tweet_ 34430",102
"tweet_ 34431",165
"tweet_ 34432",72
"tweet_ 34433",194
"tweet_ 34434",9
"tweet_ 34435",40
"tweet_ 34436",109
"tweet_ 34437",17
"tweet_ 34438",253
"tweet_ 34439",158
"tweet_ 34440",214
"tweet_ 34441",12
"tweet_ 34442",58
"tweet_ 34443",172
"tweet_ 34444",85
"tweet_ 34445",31
"tweet_ 34446",161
"tweet_ 34447",242
"tweet_ 34448",19
"tweet_ 34449",19
"tweet_ 34450",71
"tweet_ 34451",116
"tweet_ 34452",139
"tweet_ 34453",221
"tweet_ 34454",92
"tweet_ 34455",152
"tweet_ 34456",71
"tweet_ 34457",207
"tweet_ 34458",241
"tweet_ 34459",30
"tweet_ 34460",197
"tweet_ 34461",45
"tweet_ 34462",223
"tweet_ 34463",129
"tweet_ 34464",9
"tweet_ 34465",223
"tweet_ 34466",264
"tweet_ 34467",243
"tweet_ 34468",203
"tweet_ 34469",160
"tweet_ 34470",195
"tweet_ 34471",76
"tweet_ 34472",191
"tweet_ 34473",242
"tweet_ 34474",146
"tweet_ 34475",45
"tweet_ 34476",49
"tweet_ 34477",158
"tweet_ 34478",176
"tweet_ 34479",252
"tweet_ 34480",113
"tweet_ 34481",80
"tweet_ 34482",71
"tweet_ 34483",25
"tweet_ 34484",197
"tweet_ 34485",236
"tweet_ 34486",186
"tweet_ 34487",58
"tweet_ 34488",205
"tweet_ 34489",161
"tweet_ 34490",200
"tweet_ 34491",106
"tweet_ 34492",175
"tweet_ 34493",148
"tweet_ 34494",236
"tweet_ 34495",71
"tweet_ 34496",152
"tweet_ 34497",153
"tweet_ 34498",192
"tweet_ 34499",237
"tweet_ 34500",253
"tweet_ 34501",26
"tweet_ 34502",97
"tweet_ 34503",242
"tweet_ 34504",71
"tweet_ 34505",34
"tweet_ 34506",244
"tweet_ 34507",138
"tweet_ 34508",81
"tweet_ 34509",75
"tweet_ 34510",233
"tweet_ 34511",172
"tweet_ 34512",19
"tweet_ 34513",170
"tweet_ 34514",36
"tweet_ 34515",165
"tweet_ 34516",224
"tweet_ 34517",195
"tweet_ 34518",45
"tweet_ 34519",18
"tweet_ 34520",205
"tweet_ 34521",152
"tweet_ 34522",70
"tweet_ 34523",9
"tweet_ 34524",20
"tweet_ 34525",180
"tweet_ 34526",6
"tweet_ 34527",59
"tweet_ 34528",180
"tweet_ 34529",245
"tweet_ 34530",207
"tweet_ 34531",180
"tweet_ 34532",237
"tweet_ 34533",191
"tweet_ 34534",106
"tweet_ 34535",215
"tweet_ 34536",186
"tweet_ 34537",138
"tweet_ 34538",184
"tweet_ 34539",182
"tweet_ 34540",194
"tweet_ 34541",71
"tweet_ 34542",56
"tweet_ 34543",153
"tweet_ 34544",223
"tweet_ 34545",157
"tweet_ 34546",9
"tweet_ 34547",214
"tweet_ 34548",178
"tweet_ 34549",189
"tweet_ 34550",200
"tweet_ 34551",146
"tweet_ 34552",75
"tweet_ 34553",238
"tweet_ 34554",34
"tweet_ 34555",136
"tweet_ 34556",60
"tweet_ 34557",80
"tweet_ 34558",97
"tweet_ 34559",64
"tweet_ 34560",259
"tweet_ 34561",209
"tweet_ 34562",204
"tweet_ 34563",60
"tweet_ 34564",30
"tweet_ 34565",157
"tweet_ 34566",130
"tweet_ 34567",203
"tweet_ 34568",10
"tweet_ 34569",89
"tweet_ 34570",5
"tweet_ 34571",11
"tweet_ 34572",264
"tweet_ 34573",100
"tweet_ 34574",145
"tweet_ 34575",110
"tweet_ 34576",220
"tweet_ 34577",214
"tweet_ 34578",196
"tweet_ 34579",60
"tweet_ 34580",113
"tweet_ 34581",133
"tweet_ 34582",190
"tweet_ 34583",17
"tweet_ 34584",235
"tweet_ 34585",92
"tweet_ 34586",113
"tweet_ 34587",123
"tweet_ 34588",34
"tweet_ 34589",224
"tweet_ 34590",230
"tweet_ 34591",94
"tweet_ 34592",47
"tweet_ 34593",183
"tweet_ 34594",10
"tweet_ 34595",98
"tweet_ 34596",250
"tweet_ 34597",223
"tweet_ 34598",64
"tweet_ 34599",98
"tweet_ 34600",78
"tweet_ 34601",90
"tweet_ 34602",250
"tweet_ 34603",176
"tweet_ 34604",119
"tweet_ 34605",45
"tweet_ 34606",11
"tweet_ 34607",173
"tweet_ 34608",85
"tweet_ 34609",141
"tweet_ 34610",249
"tweet_ 34611",244
"tweet_ 34612",38
"tweet_ 34613",64
"tweet_ 34614",182
"tweet_ 34615",106
"tweet_ 34616",94
"tweet_ 34617",154
"tweet_ 34618",204
"tweet_ 34619",21
"tweet_ 34620",164
"tweet_ 34621",232
"tweet_ 34622",130
"tweet_ 34623",13
"tweet_ 34624",146
"tweet_ 34625",174
"tweet_ 34626",70
"tweet_ 34627",265
"tweet_ 34628",165
"tweet_ 34629",182
"tweet_ 34630",244
"tweet_ 34631",78
"tweet_ 34632",45
"tweet_ 34633",25
"tweet_ 34634",245
"tweet_ 34635",83
"tweet_ 34636",76
"tweet_ 34637",28
"tweet_ 34638",65
"tweet_ 34639",43
"tweet_ 34640",237
"tweet_ 34641",207
"tweet_ 34642",243
"tweet_ 34643",36
"tweet_ 34644",203
"tweet_ 34645",229
"tweet_ 34646",45
"tweet_ 34647",64
"tweet_ 34648",17
"tweet_ 34649",93
"tweet_ 34650",268
"tweet_ 34651",79
"tweet_ 34652",174
"tweet_ 34653",45
"tweet_ 34654",187
"tweet_ 34655",220
"tweet_ 34656",45
"tweet_ 34657",87
"tweet_ 34658",20
"tweet_ 34659",145
"tweet_ 34660",147
"tweet_ 34661",248
"tweet_ 34662",200
"tweet_ 34663",90
"tweet_ 34664",110
"tweet_ 34665",157
"tweet_ 34666",260
"tweet_ 34667",212
"tweet_ 34668",133
"tweet_ 34669",64
"tweet_ 34670",211
"tweet_ 34671",145
"tweet_ 34672",44
"tweet_ 34673",57
"tweet_ 34674",12
"tweet_ 34675",86
"tweet_ 34676",153
"tweet_ 34677",30
"tweet_ 34678",27
"tweet_ 34679",123
"tweet_ 34680",102
"tweet_ 34681",161
"tweet_ 34682",111
"tweet_ 34683",128
"tweet_ 34684",222
"tweet_ 34685",163
"tweet_ 34686",45
"tweet_ 34687",63
"tweet_ 34688",171
"tweet_ 34689",208
"tweet_ 34690",100
"tweet_ 34691",187
"tweet_ 34692",250
"tweet_ 34693",45
"tweet_ 34694",79
"tweet_ 34695",20
"tweet_ 34696",199
"tweet_ 34697",83
"tweet_ 34698",157
"tweet_ 34699",225
"tweet_ 34700",14
"tweet_ 34701",75
"tweet_ 34702",162
"tweet_ 34703",47
"tweet_ 34704",190
"tweet_ 34705",163
"tweet_ 34706",187
"tweet_ 34707",58
"tweet_ 34708",10
"tweet_ 34709",224
"tweet_ 34710",125
"tweet_ 34711",242
"tweet_ 34712",243
"tweet_ 34713",110
"tweet_ 34714",87
"tweet_ 34715",262
"tweet_ 34716",19
"tweet_ 34717",132
"tweet_ 34718",247
"tweet_ 34719",75
"tweet_ 34720",210
"tweet_ 34721",11
"tweet_ 34722",165
"tweet_ 34723",45
"tweet_ 34724",97
"tweet_ 34725",261
"tweet_ 34726",102
"tweet_ 34727",18
"tweet_ 34728",125
"tweet_ 34729",13
"tweet_ 34730",257
"tweet_ 34731",232
"tweet_ 34732",230
"tweet_ 34733",12
"tweet_ 34734",237
"tweet_ 34735",97
"tweet_ 34736",184
"tweet_ 34737",27
"tweet_ 34738",146
"tweet_ 34739",19
"tweet_ 34740",161
"tweet_ 34741",90
"tweet_ 34742",145
"tweet_ 34743",58
"tweet_ 34744",205
"tweet_ 34745",223
"tweet_ 34746",161
"tweet_ 34747",196
"tweet_ 34748",153
"tweet_ 34749",13
"tweet_ 34750",161
"tweet_ 34751",195
"tweet_ 34752",160
"tweet_ 34753",88
"tweet_ 34754",112
"tweet_ 34755",89
"tweet_ 34756",116
"tweet_ 34757",199
"tweet_ 34758",97
"tweet_ 34759",23
"tweet_ 34760",208
"tweet_ 34761",97
"tweet_ 34762",101
"tweet_ 34763",231
"tweet_ 34764",36
"tweet_ 34765",27
"tweet_ 34766",163
"tweet_ 34767",30
"tweet_ 34768",169
"tweet_ 34769",204
"tweet_ 34770",243
"tweet_ 34771",244
"tweet_ 34772",148
"tweet_ 34773",95
"tweet_ 34774",163
"tweet_ 34775",24
"tweet_ 34776",205
"tweet_ 34777",118
"tweet_ 34778",203
"tweet_ 34779",158
"tweet_ 34780",127
"tweet_ 34781",34
"tweet_ 34782",182
"tweet_ 34783",157
"tweet_ 34784",70
"tweet_ 34785",95
"tweet_ 34786",198
"tweet_ 34787",123
"tweet_ 34788",242
"tweet_ 34789",197
"tweet_ 34790",188
"tweet_ 34791",95
"tweet_ 34792",200
"tweet_ 34793",102
"tweet_ 34794",51
"tweet_ 34795",5
"tweet_ 34796",95
"tweet_ 34797",12
